300	0	0
300	0	-1.66533e-15
300	0	-1.66533e-15
300	0	-1.66533e-15
300	0	-1.66533e-15
300	0	-1.66533e-15
300	0	-1.66533e-15
300	0	-1.66533e-15
300	0	-1.66533e-15
300	0	-1.66533e-15
300	0	-1.66533e-15
300	0	-1.66533e-15
300	0	-1.66533e-15
300	0	-1.66533e-15
300	0	-1.66533e-15
300	0	-1.66533e-15
300	0	-1.66533e-15
300	0	-1.66533e-15
300	0	-1.66533e-15
300	2.20187e-09	-8.32667e-16
300	7.68948e-06	4.996e-15
300	0.00576628	-1.49879e-14
300	1.19294	5.82191e-15
300	26.4051	7.25433e-15
300	21.0503	2.01455e-14
300	19.0231	9.65281e-15
300	20.1235	7.19111e-15
300	21.8536	-2.06083e-14
300	22.5608	-1.65296e-14
300	21.9373	-6.42059e-14
300	19.9361	3.90483e-15
300	16.8865	-3.67315e-14
300	13.3069	7.05117e-15
